tweet_id	tweet_time	tweet_text	location
1441168638594072587	2021-09-23 22:32:33	"@NPR Correction they are only offering Pfizer so there is discrimination here now that Pfizer is the ""approved"" vaccine. So the rest of us don't matter."	San Marcos, CA
1441167237415530506	2021-09-23 22:26:59	@CarpentryNick @TrumpLola A little side note , Pfizer gave Hunter a line of vaccine he snorted up ......will he need a booster ?	Greenacres, FL
1441165322157887497	2021-09-23 22:19:23	For those of us received Pfizer BioNtech vaccine it’s “BOOSTER” time! @ Ontario, California https://t.co/bw9LIOFV0b	Ontario, CA
1441158578623025166	2021-09-23 21:52:35	CDC advisers recommend who can get booster shots of Covid vaccine https://t.co/YPiGl2A0bZ	Connecticut, USA
1441157224307453958	2021-09-23 21:47:12	CDC advisers OK Pfizer booster dose for adults as young as 18 with underlying conditions, but not frontline workershttps://t.co/dBlidD7UHm	Philadelphia, PA
1441154367919427602	2021-09-23 21:35:51	@DallasMocha @CaptinDeckerSTR Pfizer vaccine.  Had zip, zero reaction to both shots.  Caught a breakthrough infection from some unvaccinated twerp.  It was awfu,l would have been much worse if unvaccinated.  Probably would not still be around without them.	Florida, USA
1441152943252594700	2021-09-23 21:30:11	I've got it - just hear me out...**Pumpkin Spiced Pfizer BioNTech COVID-19 Vaccine**#GetVaccinated #GetVaccinatedNow #GetVaccinatedASAP #VaccinesWork #Pfizer #PfizerBiontech	Brooklyn, NY
1441149557262323717	2021-09-23 21:16:44	CDC advisers OK Pfizer booster dose for adults as young as 18 with underlying conditions, but not frontline workers #NewsBreak https://t.co/EyLPNPqNi8	Huntington Beach, CA
1441148533390786566	2021-09-23 21:12:40	CDC advisers recommend certain adults get booster dose of Pfizer's Covid-19 vaccine https://t.co/ccyDQpqteq https://t.co/8NnGxAbJTK	Portland, OR
1441146935897772044	2021-09-23 21:06:19	@CaptinDeckerSTR Was absolutely fine after first jab. I received the Pfizer one. after second one I was sore -needed a day to recoup. Disclaimer I am a smoker of tobacco and cannabis.  And have hbp. I'm totally fine now and so glad I got the vaccine.the benefits out weigh the risk.	Queens, NY
1441143145031372806	2021-09-23 20:51:15	CDC advisers recommend certain adults get booster dose of Pfizer's Covid-19 vaccinehttps://t.co/tctXnvkuub	Philadelphia, PA
1441142349493645314	2021-09-23 20:48:05	Just in: Vaccine advisers to the @CDCgov voting “yes” for booster shots of Pfizer’s  #COVID19 vaccine to people 65 and older, people with underlying medical conditions 18 years &amp; older..	Hallandale Beach, FL
1441135989162979330	2021-09-23 20:22:49	CDC advisers recommend certain adults get booster dose of Pfizer's Covid-19 vaccine https://t.co/XBisiFKRTl	Connecticut, USA
1441116564086919170	2021-09-23 19:05:38	This explains why when I ordered a salad for lunch the other day my dressing choices were French, Russian, Italian, vinaigrette, Moderna, Pfizer or Booster. #COVID19 #vaccine #CovidVaccine https://t.co/YtsSPIDNaT	California, USA
1441113686261698564	2021-09-23 18:54:12	@CaptinDeckerSTR 2 doses of moderna. No problem.Husband had same non-reaction. Both of us were knocked out for a day with Shingles vaccine.  26 yo son who hates needles got Pfizer. He went thru NYC's months long lockdown. The morgue trucks etc.  He wan't playing. No reaction to jab.	Gaithersburg, MD
1441106729521930240	2021-09-23 18:26:33	@CaptinDeckerSTR Got the Pfizer vaccine; all 3 shots! (Booster because I am immuno compromised). No side effects whatsoever but also our daughters &amp; son-in-laws were fine by taking Tylenol 6 hours after &amp; another 2 doses. You’ll be fine it’s better than getting Covid. Thanks for getting it!	Phoenix, AZ
1441101068490850306	2021-09-23 18:04:03	@CaptinDeckerSTR First of all Don't be scared of the Shot! I had the vaccine on April 16 and 29, first shot arm pain for 3 day's it Pfizer. 2nd shot no side effects I was fine. And still feel fine. No big deal! It depends on your body	Oakville, CT
1441092613428297730	2021-09-23 17:30:27	The Pfizer vaccine is NOT approved. Stop letting them lie to y’all	Charlotte, NC
1441088989927129094	2021-09-23 17:16:03	@izzy36025 @JJMaples55_MST This article is from September 8th...how did you NOT pay attention yesterday? https://t.co/kkqTMbmzmNThe booster was approved yesterday	Austin, TX
1441084883758055425	2021-09-23 16:59:45	Booster Bandit. 🤦‍♀️ #Moderna #Pfizer #jj #johnsonandjohnson #biotech #vaccine #COVIDIOTS #Covid_19 #COVID19 #coronavirus #Boosters #Booster #Bandit #pandemic #ThirdWave https://t.co/6Lfgp5jT0d	Columbus, OH
1441072906314805252	2021-09-23 16:12:09	Why is the Pfizer vaccine getting all the attention? The Moderna vaccine is a better vaccine. Is it because the Moderna vaccine is created by an African American woman scientist?	New York, USA
1441064575655235585	2021-09-23 15:39:03	If your grandparents got Pfizer, text them now to go get their booster. Actually, call them. They miss hearing from you.https://t.co/9h9ZcWdKW7	San Antonio, TX
1441055606454972427	2021-09-23 15:03:24	News re: #COVIDBooster: https://t.co/VX7WH7Vh0B #MedTwitter #ResidentDocs	Chicago, IL
1441045626314240011	2021-09-23 14:23:45	@HelenBranswell What’s up with Pfizer #pfavoritism? Pfizer’s vaccine requires a more intensive cold chain than Moderna’s, yet the US is buying 500 million doses from Pfizer and delivering them to underdeveloped countries.	North Carolina, USA
1441035260939079682	2021-09-23 13:42:34	Six pharma companies at the helm of the Covid-19 vaccine roll-out are fuelling an unprecedented human rights crisis… Pfizer and BioNTech have so far delivered nine times more vaccines to Sweden alone than to all low-income countries combined. WE DEMAND #VaccineJustice NOW https://t.co/CPAvExRSlG	Manhattan, NY
1441023417893933059	2021-09-23 12:55:30	@PAHealthDept My sister died of Covid two months ago her last words to me was get the @pfizer  vaccine I love you who exactly made this virus 🦠 we need names 🥷	New Castle, PA
1441020271226462212	2021-09-23 12:43:00	@SnootBoopz @JohnPMasters @knitwise2 @Kat15169362 @DonnaPence5 You have to ask why did the FDA leave the Pfizer BioNTech vaccine under emergency authorization? Why didn't they just approve it with Comirnaty if the ONLY difference is the label on the vial?	Indiana, USA
1441019002004951040	2021-09-23 12:37:57	#tbt #FullyVaccinated March🥳2021, channeling @DollyParton 💃🏻 #vaccineday #ootd @nyphospital @pfizer #COVID19 #vaccine Don’t be an idiot, get vaccinated! Winter Is Coming! #fluseason #variants https://t.co/Qu3t484CgH	Manhattan, NY
1441012522895740936	2021-09-23 12:12:12	FDA approves booster dose of Pfizer vaccine for certain adults and high risk individuals. https://t.co/bjIQ31Y6D8	Georgia, USA
1441003957158088705	2021-09-23 11:38:10	The CDC is expected to adopt formal recommendations for a third dose of the Pfizer vaccine by the end of the week. Our latest: https://t.co/3dX56GNF3j	Washington, DC
1441000342079037444	2021-09-23 11:23:48	@SnootBoopz @JohnPMasters @knitwise2 @Kat15169362 @DonnaPence5 Comirnaty is FDA approved, Pfizer BioNTech is still emergency use authorization (EUA). The difference isn't the ingredients. If you receive the vaccine with the Comirnaty label on it, liability laws apply because IT'S FDA approved. Which explains why you won't find it available.	Indiana, USA
1440989081886937088	2021-09-23 10:39:04	Running to get Pfizer vaccine booster shot when CDC approves it today.Yes running to get it,lol.	Philadelphia, PA
1440984385637998592	2021-09-23 10:20:24	FDA Authorizes Booster Dose of Pfizer-BioNTech COVID-19 Vaccine for Certain Populations https://t.co/mr3jPj3wea	Martinez, GA
1440971747440922628	2021-09-23 09:30:11	Thursday morning on @ABC57News from 4:30-7 on ABC57 and 7-9 on @thecw25:🔹APPROVED: @pfizer’s vaccine booster shots have been approved by the FDA. We break down what’s next in the roll out of vaccines here in Michiana and what groups will be eligible. https://t.co/471VOeRbMr	Granger, IN
1440877944570724363	2021-09-23 03:17:26	CNBC: U.S. to donate millions more Pfizer-BioNTech vaccine doses to poorer nations.https://t.co/u5adPLbZocvia @GoogleNews	California, USA
1440873757426401287	2021-09-23 03:00:48	@Freethewzrd I hate that shit! I believe people should get the Pfizer vaccine. But you’d never hear me bringing it up to people in that way. Especially towards someone who is dying.	Highview, KY
1440873266973851661	2021-09-23 02:58:51	F.D.A. Authorizes Pfizer Booster Shots for Older and At-Risk Americans #delta #Pfizer #vaccine #agimg #chronicillness #FDA https://t.co/UBEloURNk2	Washington, USA
1440869725538594816	2021-09-23 02:44:47	@JohnPMasters @ToNeuvoser @knitwise2 @Kat15169362 @DonnaPence5 No it is not, Comirnaty was the only covid vaccine approved. It is made by Pfizer but it is NOT the Pfizer vaccine they are currently distributing. Please read: https://t.co/AjBD2ekVDt	Indiana, USA
1440867151448055809	2021-09-23 02:34:33	@JohnPMasters @knitwise2 @Kat15169362 @DonnaPence5 That is not factual. Comirnaty is the one that was FDA approved which is made by Pfizer. Good luck finding it. It's unavailable. Pfizer-BioNTech vaccine continues to be under emergency authorization. Do some research &amp; read the fine print. https://t.co/jukiWiuLWO	Indiana, USA
1440841027678441480	2021-09-23 00:50:45	FDA authorizes Pfizer COVID-19 vaccine boosters for people 65 and older, other at-risk groups - ABC News - https://t.co/V1szil4zxa via @ABC	Kentwood, MI
1440835219104276488	2021-09-23 00:27:40	FDA authorizes COVID-19 booster shot for people 65 and olderhttps://t.co/08dymerNDT	Philadelphia, PA
1440834755772092420	2021-09-23 00:25:49	FDA authorizes booster dose of Pfizer’s Covid-19 vaccine for people 65 and over https://t.co/CleZSDqdct	Connecticut, USA
1440833767447285766	2021-09-23 00:21:54	https://t.co/PMmvpYftqlThe U.S. Food and Drug Administration authorized Pfizer booster shots Wednesday for seniors and other high-risk Americans, paving the way for third doses to be offered as early as next week.	Forney, TX
1440829710318006277	2021-09-23 00:05:46	U.S. FDA authorizes third dose of Pfizer COVID-19 vaccine for older Americans https://t.co/RrQtfs3G1X	Orlando, FL
1441189882433458181	2021-09-23 23:56:58	In Hawaii, you cannot enter any business without a vaccine card or negative covid test within the last 24 hours. Masks are required at all times outside your home - to include the beach. https://t.co/N7p4cOursi	Virginia, USA
1441164581175545863	2021-09-23 22:16:26	@GovRonDeSantis Maybe if you would work with him instead of against him he maybe more apt to work with you,you are refusing mask mandates,you refuse to properly inform the public that the vaccine is safe,hell phyzer has been fda approved,I remember in January how you did push the J&amp;J.	Orlando, FL
1441151041790091270	2021-09-23 21:22:38	@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear For all this pushing yall do it's time those whom make this vaccine be held responsible and law suits shall start as it doesn't proof safety nor healing or helping one what does happen is sickness n  death may take you from your loved ones for all whom push it is responsible https://t.co/UMeMy0l4wL	Winchester, KY
1441143532320792578	2021-09-23 20:52:47	@J_s_9229 @Imaimeemiami @Nashtfs @JennyErikson The vaccine makes it less likely for you to get the virus (among other things). So even if you DO get the virus, a vaccinated person is less likely to catch it from you then an unvaccinated person. It lessens the spread.	Eugene, OR
1441128985128099853	2021-09-23 19:54:59	@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear Ya vaccine is weak n a lye to control God's children n make they blood unclean https://t.co/2FAZqsm4Uq	Winchester, KY
1441128721767747584	2021-09-23 19:53:56	@UtahDepOfHealth I have the J&amp;J vaccine in March. Had a little cough next day bad cough, 4days hurting cough, better but not recovered.Yes I tested positive.@POTUS&amp; @GovCox @LGHendersonUtah Our state &amp; federal government has has failed to produce millions of free K95 masks. WHY https://t.co/92Px8G1Z4c	Millcreek, UT
1441127881690677251	2021-09-23 19:50:36	@trenthead I have the J&amp;J vaccine in March. Had a little cough next day bad cough, 4days hurting cough, better but not recovered.Yes I tested positive.@POTUS&amp; @GovCox @LGHendersonUtah @UtahDepOfHealth Our state &amp; federal government has has failed to produce millions of free K95 masks. WHY https://t.co/Rih2hkPuh2	Millcreek, UT
1441122118515658754	2021-09-23 19:27:42	@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear Your minds are little to not see this as you stand against thy unknown of vaccine you forget of what ichrist Jesus came to teach for all unclean things are to be removed from you so you may be clean to the creator whom created u 4 if you think a child of rape is clean ur a fool	Winchester, KY
1441091929144389636	2021-09-23 17:27:44	@TenaciousLeeTV @Joebattista2 @SSBGoku2621 @Dila1Komala @MWvonWalter @catturd2 @TitskiMcGeeski 100% agree. My son had the “Walmart” J&amp;J. Thewhole thing is a mess and I appreciate your views and your own experience with this. I’m not ever gonna push the vaccine on anyone. One has to do the due diligence and make the choice that’s best for them.	Ohio, USA
1441021062825844745	2021-09-23 12:46:08	@makominogue Yep. So, you had to get polio, small pox, measles, typhoid vaccines, and a raft of others… but you’re afraid to get the j&amp;j COVID vaccine? https://t.co/wrQNMkD1Cc	Mount Vernon, VA
1440877612276981763	2021-09-23 03:16:07	@PreetBharara J &amp;J makes eye drops too. That's a great vehicle. Imodium too. So many possibilities. They have hundreds of products to sneak in some vaccine!	Frisco, CO
1440862977867927559	2021-09-23 02:17:58	Active US Navy Commander J.H. Furman appears on Tucker Carlson after writing an open letter rejecting vaccine mandate, says he is not worried about being relieved of duty, “That oath is to the Constitution. I do not swear alliance to any leadership. I swore an oath to the US	San Diego, CA
1441185793083469835	2021-09-23 23:40:43	@sarahkhan556 No side effects, only slight sore arm with both shots of Pfizer vaccine.	Colorado Springs, CO
1441158294060482560	2021-09-23 21:51:27	@CaptinDeckerSTR Don’t ever apologize for asking a valid question. My wife and I are both vaccinated with the Moderne vaccine. My wife is 58 I’m 62 with multiple medical conditions. I experienced 0 side effects, my wife had a little queasiness for a few hrs. Otherwise OK. Be smart &amp; getrdone.	Nebraska, USA
1441134691717877766	2021-09-23 20:17:40	@ChristopherHahn The vaccine is poison. The side effects outweigh the good. I’ll stick with my natural immunity. Thanks, though.	Sandy Springs, GA
1441111422876848133	2021-09-23 18:45:12	Muhfuckas ain’t even got primary care doctors…. Or had a physical in yearssssss…. Or he’ll even a dentist but talking bout the “vaccine side effects” I hateeeeeee dumbass smart people 😭😭😭😭😭	Queens, NY
1441108696130490372	2021-09-23 18:34:22	@SenMannyDiazJr Sir, hospitals are full of COVID patients. They aren’t full of people suffering vaccine side effects. Vaccines work and are safe. You literally have no idea what you are talking about. Also, please get yourself and your family vaccinated. https://t.co/QF7DMzEjFb https://t.co/ZjEQdYHzpu	St Petersburg, FL
1441107900349358087	2021-09-23 18:31:12	@VPenttinen @MMAGoddess @MitchellMMA @bsviggy @lthomasnews @Spitfire_NDA @AngieOverkill You guys don’t get it. I’m not against vaccines. I’m against mandating them. This isn’t a side. This is an experimental vaccine given that we have no clue the long term side effects. You guys can be test dummies. It fits the narrative	Whitney, NV
1441106729521930240	2021-09-23 18:26:33	@CaptinDeckerSTR Got the Pfizer vaccine; all 3 shots! (Booster because I am immuno compromised). No side effects whatsoever but also our daughters &amp; son-in-laws were fine by taking Tylenol 6 hours after &amp; another 2 doses. You’ll be fine it’s better than getting Covid. Thanks for getting it!	Phoenix, AZ
1441102828026544130	2021-09-23 18:11:03	@CaptinDeckerSTR I got the Moderna vaccine and had absolutely zero side effects.  I was lucky.  My arm wasn’t even sore.  I took Tylenol before both shots and before bed each time.	Georgia, USA
1441101068490850306	2021-09-23 18:04:03	@CaptinDeckerSTR First of all Don't be scared of the Shot! I had the vaccine on April 16 and 29, first shot arm pain for 3 day's it Pfizer. 2nd shot no side effects I was fine. And still feel fine. No big deal! It depends on your body	Oakville, CT
1441100693998223372	2021-09-23 18:02:34	@Patriotmom81 @skarbluv_iwona @mikepompeo Any side effects from the vaccine are minuscule to side effects from having Covid. Stop it with your anti-vax misinformation	Los Angeles, CA
1441094948602793995	2021-09-23 17:39:44	@HydeThoughts It’s not experimental. The vaccine is still better I agree, but ivermectin is used around the world without issue. And the side effects are only if you overdose which there would be no reason to do in this context. Story still doesn’t make sense.	Nashville, TN
1441075078519685127	2021-09-23 16:20:47	So, hey, everyone! Just letting you all know that I got my covid vaccine booster a couple weeks ago and I can safely report that:1. I have not become magnetized 2. My 5G service still works3. I have had no lasting side effects (only a fever and chills the first night)😉😆	Washington, DC
1441055456672292865	2021-09-23 15:02:49	Absolutely sickening! Our Lord and Savior is the only cure to the eugenics vaccine side effects! 🙏🏻♥️🇺🇸 Pastor Greg Locke at Global Vision Bible Church will pray over you. https://t.co/ukhtEEmacD	Lehigh Acres, FL
1441038748037222400	2021-09-23 13:56:25	@CaptinDeckerSTR Minimal side effects for me: arm was sore for a few days, and I was really fatigued for a bit, but that was it. I had the Moderna 2-shot vaccine .	Phoenix, AZ
1441012910902456321	2021-09-23 12:13:45	He took a 6 dose anthrax vaccine because of a minute chance of an bio attack. But draws the line at the COVID vaccine. Make it make sense. I won’t even get into the terrible side effects of the anthrax shot. https://t.co/lBwd64uJP8	McKinney, TX
1440921685943783424	2021-09-23 06:11:15	@DunkinThrees10 @brandonsblog @DataMiming @BleacherReport @BrianManzo20 @Rusty_SFChron No, its not how you take it. Medication is taken way more often than a vaccine period. Insulin is taken several times throughout day by injection. Vaccines are not taken that often so it will not have the same side effects as regular meds	Round Rock, TX
1440892078733643776	2021-09-23 04:13:36	@Sith_Lord42 @maybe19 @ryan_ramshaw @DarrenPlymouth Except nah. We're all are very well aware of vaccine side effects, like I said, and educate our patients as such. You're just big mad I'm right and, I might add, sound a bit off your rocker, sir.	Washington, DC
1440855952769511427	2021-09-23 01:50:03	@Crass_S @BallingerMom Absolutely fucking not. I got vaccinated, but no way in hell would I have Bryn take the covid vaccine. Im almost 40 whatever side effects this may have in the future I will deal with (I have lived a good life). Im not going to do it to her, when there are so many unknowns.	Knoxville, TN
1440837478529712129	2021-09-23 00:36:39	@jeffhaman73 @nathanmhansen @YouTube @kdaudt No, anyone can report anything to VAERS, you look for the results of examinations of the claims made to VAERS, just like the site tells you.Becoming the Hulk was a side effect reported to VAERS,for Christ's sake.Bad Data In  = Bad Data outhttps://t.co/FXt8c1TWQW	Jordan, MN
1440835079723372552	2021-09-23 00:27:07	@BFerguson11 @drninashapiro You Get To Live To See The Other Side Of A Global Pandemic. You People With Your #RedHats Do Not Understand Vaccine Testing. Because If You Can Basically Conduct Trials With 6 BILLION HUMANS. AND NOT HAVE ANY MAJOR ISSUES THAT MEANS LONGER TERM EFFECTS ARE NOT THERE. ✊🏽	Florida, USA
1440829625240674304	2021-09-23 00:05:26	About to take this Covid vaccine finally.   Been wrestling with this for a long time.  Even though we may not know what may happen in the future as far as side effects.    Nine hopefully..., I've seen to many people I know pass away the last few months. https://t.co/heSnilnG6E	Enterprise, AL
