tweet_id,tweet_time,tweet_text,location,retweets,vaccine,sentiment_vader,sentiment_textblob
1.44E+18,29/09/2021 15:24,1 This study doesn t account for disease severity the most important factor 2 The vaccinated cohort included the prior infected too 3 And it still shows natural immunity gt AstraZeneca So Prof Crotty s assertion that vaccine immunity did somewhat better is nonsense,New York,0,Astrazeneca,,
1.45E+18,07/10/2021 07:09,Got news from kampung that my sis and my mom finally got their first dose of AstraZeneca vaccine Alhamdulillah,California,0,AstraZeneca,,
1.45E+18,13/10/2021 00:44,A total of 789 people in Taiwan died after receiving the new crown vaccine mostly related to AstraZeneca vaccine,Indiana,0,AstraZeneca,,
1.45E+18,14/10/2021 01:14,Imagine going to all the trouble of stealing a vaccine and you end up with AstraZeneca,New York,0,AstraZeneca,,
1.45E+18,15/10/2021 16:02,Vaccination this Weekend October 16 and 17 At AUA 2nd doses of the COVID 19 Pfizer vaccine will be administered to adults and children No 1st doses of Pfizer this weekend MPCC will be opened Saturday from 9am to 3pmVaccines available AstraZenecaJandJ Sinopharm,New York,0,AstraZeneca,,
1.45E+18,18/10/2021 23:03,He Exposed Colombia s Vaccine Contracts with Big Pharma Then the Right Came for Him What the case of Camilo Enciso reveals about the power of pharmaceutical companies,Mississippi,0,AstraZeneca,,
1.45E+18,18/10/2021 20:07,Nipah virus could cause another deadly pandemic warns the inventor of AstraZeneca s COVID vaccine HLTH2021,Massachusetts,0,AstraZeneca,,
1.45E+18,19/10/2021 17:14,what s your advice for people like my parents 80 age who got 2 shots of Covishield AstraZeneca vaccine in India amp are now in the US Shd they be revaccinated w Moderna or Pfizer Can shd they get a booster of one of these two Any guidance wd be great Thx,California,0,AstraZeneca,,
1.44E+18,24/09/2021 21:06,The booster drive through site will be open Monday Friday from 10 am 6 pm Bring proof of vaccination preferably your vaccine card that lists your previous vaccinations Only Pfizer boosters will be available Moderna and J amp J boosters are not recommended at this time,North Carolina,0,J&J,,
1.44E+18,24/09/2021 20:17,Doctor on CNN today said that doctors can give Pfizer vaccine off label to others such as those who got Modern or J amp J,California,0,J&J,,
1.44E+18,24/09/2021 18:17,All whom push the vaccine apon others freedom of religion of science doctors n government are of law suits material it s also invasion of privacy n now discrimination my favorite so fix ya sinful ways yall fastly,Kentucky,0,J&J,,
1.44E+18,24/09/2021 16:06,The VACCINE causes lots of damage I was healthy before the jab which was mandated by my employer I took the J amp J and have been sick ever since It s been 5 weeks,Colorado,3,J&J,,
1.44E+18,24/09/2021 13:14,Fascinating example of presidential administration with a disagreement between the agency head and the agency s advisory committee scientific opinions and policy judgments,Florida,5,J&J,,
1.44E+18,24/09/2021 04:33,I m disappointed of the lack of information I regret getting the J amp J vaccine now,Oregon,1,J&J,,
1.44E+18,24/09/2021 01:31,Zero problems with the J amp J vaccine for me,Illinois,0,J&J,,
1.44E+18,24/09/2021 01:29,Why is the fed gov spending 2100 for monoclonal antibody treatments for people who refuse a 210 vaccine J amp J vaccines based on 300 year old techn Modurna amp Pfizer based on 30 year old tech Monoclonal antibodies are less than a year old and are completely experimental,Michigan,0,J&J,,
1.44E+18,24/09/2021 01:27,What are the odds that someone who had J amp J and then an mRNA booster would get seriously ill from the vaccine compared to their odds of having nasty outcomes from catching COVID after being refused a booster for their less effective vaccine,Massachusetts,1,J&J,,
1.44E+18,24/09/2021 01:24,The thing that the public health authorities owe us on mixing and matching is a clear explanation of why they don t believe mixing J amp J with mRNA vaccines is safe when it s being done in France and studies have been done conclusively with the very similar AZ vaccine,Massachusetts,6,J&J,,
1.44E+18,24/09/2021 01:12,Yes the mu and lambda variants have shown resistance but the fact y all are alive to tell your story shows the vaccine is still working,North Carolina,0,J&J,,
1.44E+18,23/09/2021 23:56,In Hawaii you cannot enter any business without a vaccine card or negative covid test within the last 24 hours Masks are required at all times outside your home to include the beach,Virginia,0,J&J,,
1.44E+18,23/09/2021 22:16,Maybe if you would work with him instead of against him he maybe more apt to work with you you are refusing mask mandates you refuse to properly inform the public that the vaccine is safe hell phyzer has been fda approved I remember in January how you did push the J amp J,Florida,0,J&J,,
1.44E+18,23/09/2021 21:22,For all this pushing yall do it s time those whom make this vaccine be held responsible and law suits shall start as it doesn t proof safety nor healing or helping one what does happen is sickness n death may take you from your loved ones for all whom push it is responsible,Kentucky,0,J&J,,
1.44E+18,23/09/2021 20:52,The vaccine makes it less likely for you to get the virus among other things So even if you DO get the virus a vaccinated person is less likely to catch it from you then an unvaccinated person It lessens the spread,Oregon,0,J&J,,
1.44E+18,23/09/2021 19:54,Ya vaccine is weak n a lye to control God s children n make they blood unclean,Kentucky,0,J&J,,
1.44E+18,23/09/2021 19:53,I have the J amp J vaccine in March Had a little cough next day bad cough 4days hurting cough better but not recovered Yes I tested positive amp Our state amp federal government has has failed to produce millions of free K95 masks WHY,Utah,1,J&J,,
1.44E+18,23/09/2021 19:50,I have the J amp J vaccine in March Had a little cough next day bad cough 4days hurting cough better but not recovered Yes I tested positive amp Our state amp federal government has has failed to produce millions of free K95 masks WHY,Utah,1,J&J,,
1.44E+18,23/09/2021 19:27,Your minds are little to not see this as you stand against thy unknown of vaccine you forget of what ichrist Jesus came to teach for all unclean things are to be removed from you so you may be clean to the creator whom created u 4 if you think a child of rape is clean ur a fool,Kentucky,0,J&J,,
1.44E+18,23/09/2021 17:27,100 agree My son had the Walmart J amp J Thewhole thing is a mess and I appreciate your views and your own experience with this I m not ever gonna push the vaccine on anyone One has to do the due diligence and make the choice that s best for them,Ohio,0,J&J,,
1.44E+18,23/09/2021 12:46,Yep So you had to get polio small pox measles typhoid vaccines and a raft of others but you re afraid to get the j amp j COVID vaccine,Virginia,0,J&J,,
1.44E+18,23/09/2021 03:16,J amp J makes eye drops too That s a great vehicle Imodium too So many possibilities They have hundreds of products to sneak in some vaccine,Colorado,0,J&J,,
1.44E+18,23/09/2021 02:17,Active US Navy Commander J H Furman appears on Tucker Carlson after writing an open letter rejecting vaccine mandate says he is not worried about being relieved of duty That oath is to the Constitution I do not swear alliance to any leadership I swore an oath to the US,California,6,J&J,,
1.44E+18,22/09/2021 23:42,Just saw that the morally compromised Catholic leaders in St Louis and New Orleans have proclaimed the J and J vaccine morally compromised This may be old news I used to be a member of this cult How about pedophiles in the priesthood Not morally compromised enough,New Hampshire,0,J&J,,
1.44E+18,22/09/2021 23:01,I wish that high risk J amp J Covid vaccine recipients got the 2nd shot option way sooner,New York,3,J&J,,
1.44E+18,22/09/2021 22:10,Why are we always buying the Pfizer vaccine How many people from third world countries are going to come back for a second shot Whats wrong w the J and J vaccine How much are we paying for each,Illinois,0,J&J,,
1.44E+18,22/09/2021 20:39,I had the J amp J and am soooo confused If the second shot boosts efficacy why didn t they just make it a 2 dose vaccine somanyquestions,California,0,J&J,,
1.44E+18,22/09/2021 15:11,Attention Bearcats This Thursday September 23 is the last day to get the single dose J amp J vaccine Students taking in person or hybrid classes need to upload proof of Covid 19 vaccination to CUNYfirst by next Monday September 27 BaruchIsCampusReady CUNY COVID19vaccine,New York,0,J&J,,
1.44E+18,22/09/2021 12:43,Appreciate your thorough update There s been such a paucity of information about the J amp J vaccine throughout the summer that having your expert insights is very welcome to those of us who got the single dose vaccine,California,0,J&J,,
1.44E+18,22/09/2021 12:35,Where did you go to medical school If you didn t please stay home and don t get others sick We are all pretty done with those who refuse the vaccine and are prolonging the pandemic because they think they know more about the virus than the scientists,Missouri,0,J&J,,
1.44E+18,22/09/2021 04:39,Wore mask Cautious for months Now there s a vaccine and treatment Others same demographic said infection was inevitable weren t cautious I m alive Some of them are dead So yeah fight the inevitable Science is always moving often faster than we re aware of,Wisconsin,0,J&J,,
1.44E+18,22/09/2021 00:37,Actually J amp J is claiming 100 protection against against severe critical COVID 19 which seems remarkable,Pennsylvania,0,J&J,,
1.44E+18,21/09/2021 23:03,It s the truth as your vaccine makes blood that God gave u life with isn t pure like my blood God gave I life for so your choice was to become unpure of God s life he gave u,Kentucky,0,J&J,,
1.44E+18,21/09/2021 20:25,Excellent news for all of us who had the J amp J vaccine,Oregon,0,J&J,,
1.44E+18,21/09/2021 17:16,Will N J hospitals face a nursing shortage under vaccine mandates They already are This is happening in every state unfortunately COVID 19 deaths expected skyrocket out of control due to lack of nurses to take care of patients of all illnesses,Virginia,0,J&J,,
1.44E+18,21/09/2021 15:50,If you are considering a J amp J vaccine wait Four days in and I can barely stand with shaking I smell an exhaust like smell that I know isn t in my home Every joint hurts tingling below knees and hands and in face lips Touching my shins feels like a baseball bat to them,Georgia,0,J&J,,
1.44E+18,21/09/2021 15:44,If you are considering a J amp J vaccine wait Four days in and I can barely stand with shaking I smell an exhaust like smell that I know isn t in my home Every joint hurts tingling below knees and hands and in face lips Touching my shins feels like a baseball bat to them,Georgia,1,J&J,,
1.44E+18,21/09/2021 15:32,2nd dose of J amp J COVID19 vaccine after 2 months results in 94 protection company says,California,2,J&J,,
1.44E+18,21/09/2021 15:30,J amp J booster shot increases vaccine s effectiveness to 94,Florida,0,J&J,,
1.44E+18,21/09/2021 14:06,An update from J amp J on its COVID vaccine and booster,Indiana,0,J&J,,
1.44E+18,21/09/2021 14:02,J and J vaccine has no mRNA so I guess it won t be Approved,California,0,J&J,,
1.44E+18,21/09/2021 13:18,Day 4 after the J amp J vaccine Numbness in face and lips tingling and numbness in joints arms hands and legs Blurry vision Feel like I have ran a marathon after not training for 20 years and my muscles said to hell with you,Georgia,0,J&J,,
1.44E+18,21/09/2021 13:01,New studies indicate the J amp J vaccine retains its effectiveness over time staying steady at 81 and that a booster shot might raise it to 94 or more Awaiting peer reviews,California,0,J&J,,
1.44E+18,21/09/2021 12:57,J amp J s vaccine gives 100 protection from severe COVID 19 after a 2nd dose study says comparable to the Pfizer or Moderna shots via,New York,0,J&J,,
1.44E+18,21/09/2021 12:11,J amp J Says Covid 19 Vaccine Booster Two Months After First Shot Increases Protection,New York,0,J&J,,
1.44E+18,21/09/2021 11:28,J amp J Says Covid 19 Vaccine Booster Two Months After First Shot Increases Protection,Illinois,0,J&J,,
1.44E+18,21/09/2021 11:09,Here s what I said back in January about the J amp J vaccine,Texas,44,J&J,,
1.44E+18,21/09/2021 10:48,Some more information for those of us who got the J amp J,New York,1,J&J,,
1.44E+18,21/09/2021 03:11,N J child care workers must get COVID vaccine or face regular tests Murphy announces,New Jersey,0,J&J,,
1.44E+18,21/09/2021 00:59,Widow of N J Officer Who Died of COVID Says Son Wants to Mark 12th Birthday by Getting Vaccine via,California,0,J&J,,
1.44E+18,20/09/2021 16:13,Why are the unvaccinated AFRAID of a vaccine created UNDER PRESIDENT tRUMP Far right praised tRump for his push for a vaccine tRump gets what he asked for from Pfizer Moderna J amp J pretty much the ONLY thing his term can truly brag about No vaccine That s hypocrisy,Florida,0,J&J,,
1.44E+18,20/09/2021 00:47,My husband amp I were both vaccinated amp yet we both contracted the Delta Variant I had the J amp J amp Todd had the Phizer vaccine We are still dealing with the residuals of it amp it was months ago that we had covid Praying for you It is no joke,North Carolina,0,J&J,,
1.44E+18,19/09/2021 23:29,the biggest lie is that Biden is effective w Covid 19 He ignored Delta fanned antivax fears when he took J amp J vaccine off market over handful of side EFX AND misadvised nation to stop wearing masks Directly responsible for 100k deaths,Texas,0,J&J,,
1.44E+18,19/09/2021 14:16,Smfh u think its about money he would push their vaccine NO It s about not wanting the backlash for speaking ur mind,New York,0,J&J,,
1.44E+18,19/09/2021 12:00,Not much talk of Sputnik version here We just have Pfizer Moderna and J amp J Some ppl mix and match on boosters but real problem is getting more than 55 vaccinated I grew up in polio era everybody went and stood in line fir that vaccine,New Mexico,1,J&J,,
1.44E+18,19/09/2021 02:52,Even ya Pope as humans think a pope shall keep them safe n is to be close to iCreator though I said ya highest priest are not of like I am n pope has shown that thy churches are married more to humans vaccine than faith in they creator they God,Kentucky,1,J&J,,
1.44E+18,19/09/2021 00:10,Thank you for your hard work Because of your mobile clinics my dad long time vaccine resistor got his J amp J while he was at The Pike Outlets He went for a hat and came back vaccinated,California,0,J&J,,
1.44E+18,18/09/2021 15:46,hosting vaccine clinic J amp J Pfizer and Moderna vaccines today 9 18 21 10am 2pm east lot at Springman Middle School,Illinois,0,J&J,,
1.44E+18,18/09/2021 12:00,So why can t they coach Does the vaccine not work,Virginia,0,J&J,,
1.44E+18,18/09/2021 00:17,So if eminent epidemiologist Nicki Minaj is to be believed the fact that I got the one shot J amp J vaccine means that I haven t achieved maximum testicle swole ness,Ohio,0,J&J,,
1.44E+18,17/09/2021 23:15,My brother had the one time J amp j an got sick an past away 3 months after recieving it the J amp J shot is just a 1 time shot an 5 of my friend have died from recieving the Johnson amp johnson COVID 19 SHOT IN PAST 5 MONTHS VACCINE ARE R NOT Safe for adults or OUR CHILDREN,Massachusetts,0,J&J,,
1.44E+18,17/09/2021 18:58,The has returned to Lake Park with the mobile Care Van today 9 17 21 to offer anyone 12 a vaccine shot Pfizer or J amp J This free clinic is open to the community no appt necessary Stop by East Campus until 3 30pm or West Campus during the football game from 5 8pm,Illinois,3,J&J,,
1.44E+18,17/09/2021 18:20,So covid is as risky for kids as polio now Have you ever researched the rollout of the polio vaccine What do you mean braver than me I ve had the J amp J shot I m not anti vax What I don t understand are people like you are are anti therapeutic Makes zero sense,Texas,0,J&J,,
1.44E+18,17/09/2021 18:16,COVID 19 vaccine effectiveness against COVID 19 associated hospitalization among adults without immunocompromising conditions 21 hospitals in 18 states March Aug 2021 gt 120 days after full vaxModerna 92 87 96 Pfizer 77 67 84 gt 28 days after full vaxJ amp J 68 49 80,Florida,1,J&J,,
1.44E+18,17/09/2021 18:09,Moderna s vaccine is the most effective but Pfizer and J amp J also protect well CDC led study,New York,0,J&J,,
1.44E+18,17/09/2021 10:36,Are you a spokesperson for Pharma and paid the big bucks to be their Cheerleader This is NOT a vaccine Lots of questions when getting the Virus affects a person less than the Vaccine that causes Death ruins their lives I Know what I ve read seen and it s not SAFE,Texas,0,J&J,,
1.44E+18,17/09/2021 09:06,In our trenchant critique of Johnson amp Johnson we argue that adopts an understanding of the human in human rights that privileges Europeans over Africans and Indians J amp J is deliberately engineering vaccine apartheid laying the ground for new coronavirus variants,New York,5,J&J,,
1.44E+18,17/09/2021 05:35,MARGE HELP I had the J amp J one shot vaccine Now I crave Mexican food and I feel the urge to help fellow human beings,Wisconsin,0,J&J,,
1.44E+18,17/09/2021 04:43,Wish they would bring more information on the J amp J vaccine I so regret getting that vaccine now as we seem to be left hanging,Oregon,0,J&J,,
1.44E+18,17/09/2021 02:56,In addition J amp J s vaccine was never fda approved so yeah might have to do with the fucking blood clots,Texas,0,J&J,,
1.44E+18,17/09/2021 02:39,His administration has the moral legal and if necessary financial power to lift intellectual property barriers and persuade J amp J to license its vaccine via,Minnesota,0,J&J,,
1.44E+18,17/09/2021 01:20,They are still both there After J amp J vaccine I was ready for some Bourbon 2 shots please,California,0,J&J,,
1.44E+18,17/09/2021 01:07,everyone gets the mRNA vaccine Even those who chose a viral vector vaccine are now being told that s not enough and are told not to get another j amp j or AstraZeneca but that they should still get a jab of 2 of Pfizer mRNA based What is it about the mRNA vaccine that is causing,California,0,J&J,,
1.44E+18,16/09/2021 21:54,But to close this up I don t care what people do don t do Do whatever you need to feel safe and protected However forcing a vaccine on someone or forcing mask mandates when they don t prevent spread the numbers tell us that isn t something I will get behind,Virginia,0,J&J,,
1.44E+18,16/09/2021 21:49,And after the science told us that those with or without the vaccine are spreading the virus at the same rate they lost all steam in getting people who are vaccinated to get vaccinated It doesn t prevent spread or infection and statistically people will be fine,Virginia,0,J&J,,
1.44E+18,16/09/2021 21:47,The vaccine is not a vaccine like all others Other vaccines prevent infection except the flu SHOT If the vaccine works it does it doesn t matter who is or isn t vaccinated It s a personal choice,Virginia,0,J&J,,
1.44E+18,16/09/2021 20:59,With the vaccine so widely available there nothing else we can do If one is scared get the shot if not it doesn t matter This notion that the vaccinated are at risk Bc of the unvaccinated is the stupidest thing I ve ever heard Does the vaccine work or not,Virginia,0,J&J,,
1.44E+18,16/09/2021 20:18,And the J amp J vaccine will be called sortaworky,New Jersey,0,J&J,,
1.44E+18,16/09/2021 18:29,I ll not read propaganda but I know Real people with Real medical issues occurring DAYS after their Vax shot 3 Skin cancers Parkinson s severe hair loss throat and lung cancer Early uterine cancer passing huge blood clots All had one thing in common recent Vaccine,Texas,3,J&J,,
1.44E+18,16/09/2021 17:53,J amp J breakthrough hospitalisation statistics do not indicate the single shot J amp J is more effective at this time than Pfizer or Moderna The French Ministry of Heath discontinued use of the J amp J vaccine for the entire country on 9 5 21,Arizona,0,J&J,,
1.44E+18,16/09/2021 16:48,Stop it She had questions and that is perfectly fine I immediately took the vaccine J amp J without researching Folks did have issues with them Do you remember that,South Carolina,0,J&J,,
1.44E+18,16/09/2021 15:07,Come on bro you believed that the election was stolen with no proof but you won t believe on the vaccine J K,California,0,J&J,,
1.44E+18,16/09/2021 14:07,J amp J should have fought against FDA approval and released their vaccine using black market channels,Ohio,0,J&J,,
1.44E+18,16/09/2021 03:29,So there s a high probability that the probability of folks probably getting a vaccine could possibly reach 100 I think that s good news,New York,0,J&J,,
1.44E+18,16/09/2021 00:46,Rush job to use a vaccine delivery method used for YEARS now based on science that has been studied for YEARS I m sorry you are so ill informed on how vaccine med roll outs work but the rest of shouldn t have to suffer for it DerpState,Arkansas,0,J&J,,
1.44E+18,25/09/2021 23:16,We have a vaccine glut in the US and I can literally double dip and be quadruple jabbed with both Pfizer and Moderna no questions asked or go for the trifecta when J amp J becomes available again why did our president wait so long to share GlobalCitizenLive,Texas,0,J&J,,
1.44E+18,25/09/2021 18:17,pfizer is the only vaccine with full approval I know you remember the astra zenaca situation and europe or the low efficacy rates in the J amp J vaccine not to combat you but these situations play into the non vax world,New Jersey,0,J&J,,
1.44E+18,25/09/2021 04:25,Just ran into this first hand report on tiktok this prison rewarded bribed inmates with bags of coffee if they accepted the vaccine amp gave them J amp J so they wouldn t have to keep track of second dose,Wisconsin,0,J&J,,
1.44E+18,25/09/2021 03:47,Ya can t beat I word of God s act now choice is yours vaccine drug dealing pushers will ya give they children their freedoms back of privacy in medical as it s law or fall as Trump is,Kentucky,0,J&J,,
1.44E+18,25/09/2021 03:45,Ya can t say choice ya don t know what it means vaccine drug pusher of no proof ya days are over as u Joe n your administration steals a choice of freedoms of all constitution laws even gun laws I tried to make you see but ya ran ashtray like Donald j Trump for choice is yours,Kentucky,0,J&J,,
1.44E+18,26/09/2021 12:25,So the vaccine doesn t work Thank you I can t believe I wasted my time getting it,Michigan,0,J&J,,
1.44E+18,26/09/2021 00:22,I don t expect everyone to take the vaccines I do expect that if people haven t had the virus or the vaccine they will take the needed precautions to protect those who haven t or can t My mother in her 70 s had to wait for the J amp J because she is allergic to a substance,Virginia,0,J&J,,
1.44E+18,27/09/2021 16:13,Do you know what s in the vaccine n booster Joe if you do n don t tell us your in sin of murder in God s eyes are you a murderer Joe Jill n VP All 3 of your actions show you know so ya a murderer I d tell my people if I knew allergic reaction isn t something to play with,Kentucky,0,J&J,,
1.44E+18,27/09/2021 16:08,There s chemicals in vaccines that some are ilergic to for if it goes in them it s murder so there ya have it children they want you to put unknown things in your body you might be allergic to for that s a death sentence to you as whom knows what s in the vaccine or booster,Kentucky,0,J&J,,
1.44E+18,27/09/2021 14:55,I agree I ve got several friends here at home who have had small to severe reactions to the vaccine I took the J J one and just got a bad fever for a day and then I was fine but there are others who have had it far worse Forcing or mandating this just isn t right IMO,North Carolina,0,J&J,,
1.44E+18,27/09/2021 14:05,J amp J guy here now at JFK heading to Japan I ll stomach the 14d quarantine but concerned more about the supposed vaccine passport rolling out in Nov wondering if Yoshinoya won t approve my J amp J stamp,New York,0,J&J,,
1.44E+18,27/09/2021 00:48,Karen must ve had the J amp J vaccine Those side effects ain t no joke RHOP,Tennessee,0,J&J,,
1.44E+18,01/10/2021 21:31,In vaccine news advisors plan to meet Oct 14 amp 15 on Moderna J amp J boosters and Oct 26 on Pfizer vaccine for kids 5 11 years old,Virginia,0,J&J,,
1.44E+18,01/10/2021 13:38,The Durham Public Library HAS confirmation that the DHHS Mobile Equity COVID 19 Vaccine Van will be at the library TODAYFriday October 1stfrom 10 00 am until 2 00 pm Walk ins are welcome Open to the public ages 12 Pfizer Moderna and J amp J vaccinations will be available,New Hampshire,0,J&J,,
1.44E+18,01/10/2021 10:35,Lord have mercy on her soul but stop this idiot aduitall50states NY Governor Forced to Take Emergency Measures as Her Vaccine Mandate Leads to Health Worker ShortagesREAD,Texas,1,J&J,,
1.44E+18,30/09/2021 23:45,This is the flaw the J amp J vaccine was designed with the mistaken belief that the spike protein was not a toxic antigen Once this assumption was refuted it no longer fit that definition,New York,0,J&J,,
1.44E+18,30/09/2021 18:58,Game on J amp J has a special place for traditionalists or people afraid of getting an mRNA vaccine It s a viral vector vaccine They ve been used forever,Massachusetts,0,J&J,,
1.44E+18,30/09/2021 15:08,No there is not The J and J Rec for young patients w concerns about myocarditis was for adults above 18 yrs per panel Hopefully the vaccine options widen as more research happens in the coming months and eligible age cohorts expand,Pennsylvania,0,J&J,,
1.44E+18,30/09/2021 11:37,It has happened before The Spanish flu in 2018 2019 had similar public health restrictions and similar public response Difference is we didn t develop a vaccine which if people would understand would accelerate our recovery from the pandemic,Pennsylvania,0,J&J,,
1.44E+18,30/09/2021 10:13,Got the J amp J vaccine yesterday Since yesterday evening I have really achy all over VaccineMandate johnsonandjohnson thursdaymorning,Texas,0,J&J,,
1.44E+18,30/09/2021 05:47,Vaccine r disgusting Stop killing people with this dangerous vaccines especially j and j vaccine s,California,0,J&J,,
1.44E+18,30/09/2021 00:35,This is not a surprise to those of us that have researched covid19 13 different organs get blood clots people of which the brain is just one Until everyone is vaccinated there will be variants Your mask with a filter is your shield post vaccine Too many idiots j,Kentucky,1,J&J,,
1.44E+18,30/09/2021 00:25,Luka could try this and no one would bat an eye Trey Burke gon be playing in that league with J Cole if he dont get the vaccine,Texas,0,J&J,,
1.44E+18,30/09/2021 00:12,Who s enforcing this Asking for a friend Also any info for people coming to Vegas who wanna get the j and j vaccine in time for the main event,New Jersey,0,J&J,,
1.44E+18,29/09/2021 23:39,I was one of the first children in Cuba to receive the polio vaccine Since then I have received the smallpox typhus yellowfever tetanus pneumonia several influeza and now COVID19 J amp J vaccine Looking forward to my booster shot when they aporove it,Florida,0,J&J,,
1.44E+18,29/09/2021 23:30,Absolutely no vet should be dishonorably discharged for refusing a vaccine TikTok,Alabama,0,J&J,,
1.44E+18,29/09/2021 22:57,Ohhh Kay them russians are at it again lol smdh,California,0,J&J,,
1.44E+18,29/09/2021 19:26,mRNA vaccine associated myocarditis more common in males 12 29 y more likely after second dose Risk benefit assmnt needed before 2nd dose if the 1st dose caused myocarditis Consider J amp J as alternative IDweek2021,Pennsylvania,9,J&J,,
1.44E+18,29/09/2021 19:12,Shiiiiet Tell him to hmu if he wants to make 500k in commission and not have to worry about a vaccine,California,0,J&J,,
1.44E+18,29/09/2021 18:52,If that s you or anyone else and you think the vaccine will help you or save you by all means get it I m just not,Tennessee,0,J&J,,
1.44E+18,29/09/2021 17:46,Slightly off topic but SF is allowing people who received J amp J vaccine to get boosters can NYC do the same and if not why not,New York,0,J&J,,
1.44E+18,29/09/2021 16:31,Young people such as myself who are healthy fit and have either had Covid are still have antibodies do not need the vaccine Dylan would know this place the owner of J amp J repair in moville spent a week in the hospital w Covid Really bad shape He s vaccinated,Iowa,0,J&J,,
1.44E+18,29/09/2021 16:21,He thought this was a smart move smh Whatever I d be right there applying as he exercises his freedoms with my vaccine card in hand GetVaccinated,Pennsylvania,0,J&J,,
1.44E+18,29/09/2021 14:31,You get the vaccine,Tennessee,0,J&J,,
1.44E+18,29/09/2021 14:29,This rabbit hole we ve jumped down has many twists and turns so I ll leave y all with this you get the vaccine,Tennessee,0,J&J,,
1.44E+18,29/09/2021 08:14,Same here I did home healthcare for a couple of years then I got sick and had back to back 2 major surgeries 15 years ago I am an asthmatic and diabetic I jumped at the chance to get the 1 jab j amp j vaccine i have been covering my face and staying at home even before pandemic,Illinois,0,J&J,,
1.44E+18,29/09/2021 03:37,Yes you are by claiming there are vaccine related injuries going unreported you are saying they are lyingYou claim your father had a stroke after J amp J vaccine are you claiming your father is a woman under 50 J amp J has been transparent in their adverse reaction reporting,California,0,J&J,,
1.44E+18,29/09/2021 01:37,Very happy to learn that the NIH is conducting these studies as I m hoping to get a mRNA booster to my J amp J vaccine,Washington,2,J&J,,
1.44E+18,29/09/2021 01:18,No way I am test subject for the J amp J Vaccine and I already had two shots The vaccine is safe and effective It s critical all are vaccinated Vaccine Passports is the way to go for all,Florida,0,J&J,,
1.44E+18,29/09/2021 00:45,fact my natural antibodies have outlasted both the J amp J and Moderna vaccine in two blood relatives,Mississippi,0,J&J,,
1.44E+18,29/09/2021 00:15,Jealous of your booster Waiting on that guidance for my J amp J vaccine Hope your process is seamless and you feel okay afterward,Virginia,0,J&J,,
1.44E+18,28/09/2021 21:39,Does everyone remember in the spring Get the vaccine and get back to normal and If you re vaccinated you don t need to wear a mask Or has that been scrubbed from history like Stalin did in the USSR COVID19,Texas,0,J&J,,
1.44E+18,28/09/2021 20:04,Here s the thing it s not LeBrons or any athlete or celebs or politicians responsibility to promote the vaccine The data is there People can make their own decisions and live with the consequences either way This has to end,Virginia,0,J&J,,
1.44E+18,28/09/2021 18:11,Covid19 J amp J vaccine trial update I get a booster shot at the beginning of November YAY,North Carolina,0,J&J,,
