tweet_id,tweet_time,tweet_text,location,retweets,vaccine
1449042963603001347,2021-10-15 16:02:19,"""Vaccination this Weekend, October 16 and  17. At AUA, 2nd doses of the COVID-19 Pfizer vaccine will be administered to adults and children. No 1st doses of Pfizer this weekend.MPCC will be opened Saturday from 9am to 3pmVaccines available: AstraZenecaJandJ Sinopharm""","Bronx, NY",0,AstraZeneca
1448883932976537614,2021-10-15 05:30:23,2nd shot Pfizer vaccine!#DoubleFullyVaxxed #Pfizer #AstraZeneca #4th https://t.co/cz0bMU4bIE,CVS pharmacy,0,AstraZeneca
1450236148178161665,2021-10-18 23:03:36,"""He Exposed Colombia’s Vaccine Contracts with Big Pharma. Then the Right Came for Him. - What the case of Camilo Enciso reveals about the power of pharmaceutical companies.""  https://t.co/9zFehLnUli","Greenwood, MS",0,AstraZeneca
1450191872387862530,2021-10-18 20:07:40,"😯 Nipah virus could cause another deadly pandemic, warns the inventor of AstraZeneca’s COVID vaccine #HLTH2021 @IrmaRaste  https://t.co/a3SLynupAm","Massachusetts, USA",0,AstraZeneca
1450510582554103815,2021-10-19 17:14:06,@drsanjaygupta - what’s your advice for people like my parents (80+ age) who got 2 shots of Covishield/ AstraZeneca vaccine in India &amp; are now in the US? Shd they be revaccinated w/ Moderna or Pfizer? Can/ shd they get a booster of one of these two? Any guidance wd be great! Thx!,"Cupertino, CA",0,AstraZeneca
1441509438683328513,2021-09-24 21:06:46,"The booster drive through site will be open Monday–Friday from 10 am – 6 pm. Bring proof of vaccination, preferably your vaccine card that lists your previous vaccinations. Only Pfizer boosters will be available. Moderna and J&amp;J boosters are not recommended at this time.","Asheville, NC",0,J&J
1441497016283004935,2021-09-24 20:17:25,"@stevecripe57 @FTWTX1 @WHCOVIDResponse @texasdemocrats Doctor on CNN today said that doctors can give Pfizer vaccine (off label) to others, such as those who got Modern or J&amp;J.","Ukiah, CA",0,J&J
1441466720867086338,2021-09-24 18:17:02,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @JoyVBehar All whom push the vaccine apon others freedom of religion of science doctors n government are of law suits material it's also invasion of privacy n now discrimination my favorite so fix ya sinful ways yall fastly https://t.co/r1VwrCUmpY,"Winchester, KY",0,J&J
1441433911855173632,2021-09-24 16:06:39,@newsmax The VACCINE causes lots of damage! I was healthy before the jab which was mandated by my employer. I took the J&amp;J and have been sick ever since. It’s been 5 weeks!,"Colorado, USA",3,J&J
1441390637987753994,2021-09-24 13:14:42,"Fascinating example of presidential administration, with a disagreement between the agency head and the agency's advisory committee, scientific opinions, and policy judgments. https://t.co/DNJBWajvAo","Florida, USA",5,J&J
1441259403823312905,2021-09-24 04:33:13,@zeynep @EricTopol I’m disappointed of the lack of information. I regret getting the J&amp;J vaccine now.,"Portland, OR",1,J&J
1441213584994865152,2021-09-24 01:31:09,@sarahkhan556 Zero problems with the J &amp; J vaccine for me.,"Villa Park, IL",0,J&J
1441213268379385858,2021-09-24 01:29:54,Why is the fed gov spending $2100 for monoclonal antibody treatments for people who refuse a $210 vaccine? J&amp;J vaccines based on 300 year old techn-Modurna &amp; Pfizer based on 30 year old tech.Monoclonal antibodies are less than a year old and are completely experimental!,"Grand Rapids, MI",0,J&J
1441212560372498435,2021-09-24 01:27:05,"What are the odds that someone who had J&amp;J and then an mRNA booster would get seriously ill from the vaccine, compared to their odds of having nasty outcomes from catching COVID after being refused a booster for their less-effective vaccine?","Boston, MA",1,J&J
1441211855066722312,2021-09-24 01:24:17,The thing that the public health authorities owe us on mixing and matching is a clear explanation of why they don't believe mixing J&amp;J with mRNA vaccines is safe when it's being done in France and studies have been done conclusively with the very similar AZ vaccine. https://t.co/WWy24iomg2,"Boston, MA",6,J&J
1441208788183240713,2021-09-24 01:12:06,"@j_lafo_ @EugeneDaniels2 Yes, the mu and lambda variants have shown resistance but the fact y’all are alive to tell your story shows the vaccine is still working 🙏🏾","Charlotte, NC",0,J&J
1441189882433458181,2021-09-23 23:56:58,"In Hawaii, you cannot enter any business without a vaccine card or negative covid test within the last 24 hours. Masks are required at all times outside your home - to include the beach. https://t.co/N7p4cOursi","Virginia, USA",0,J&J
1441164581175545863,2021-09-23 22:16:26,"@GovRonDeSantis Maybe if you would work with him instead of against him he maybe more apt to work with you,you are refusing mask mandates,you refuse to properly inform the public that the vaccine is safe,hell phyzer has been fda approved,I remember in January how you did push the J&amp;J.","Orlando, FL",0,J&J
1441151041790091270,2021-09-23 21:22:38,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear For all this pushing yall do it's time those whom make this vaccine be held responsible and law suits shall start as it doesn't proof safety nor healing or helping one what does happen is sickness n  death may take you from your loved ones for all whom push it is responsible https://t.co/UMeMy0l4wL,"Winchester, KY",0,J&J
1441143532320792578,2021-09-23 20:52:47,"@J_s_9229 @Imaimeemiami @Nashtfs @JennyErikson The vaccine makes it less likely for you to get the virus (among other things). So even if you DO get the virus, a vaccinated person is less likely to catch it from you then an unvaccinated person. It lessens the spread.","Eugene, OR",0,J&J
1441128985128099853,2021-09-23 19:54:59,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear Ya vaccine is weak n a lye to control God's children n make they blood unclean https://t.co/2FAZqsm4Uq,"Winchester, KY",0,J&J
1441128721767747584,2021-09-23 19:53:56,"@UtahDepOfHealth I have the J&amp;J vaccine in March. Had a little cough next day bad cough, 4days hurting cough, better but not recovered.Yes I tested positive.@POTUS&amp; @GovCox @LGHendersonUtah Our state &amp; federal government has has failed to produce millions of free K95 masks. WHY https://t.co/92Px8G1Z4c","Millcreek, UT",1,J&J
1441127881690677251,2021-09-23 19:50:36,"@trenthead I have the J&amp;J vaccine in March. Had a little cough next day bad cough, 4days hurting cough, better but not recovered.Yes I tested positive.@POTUS&amp; @GovCox @LGHendersonUtah @UtahDepOfHealth Our state &amp; federal government has has failed to produce millions of free K95 masks. WHY https://t.co/Rih2hkPuh2","Millcreek, UT",1,J&J
1441122118515658754,2021-09-23 19:27:42,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear Your minds are little to not see this as you stand against thy unknown of vaccine you forget of what ichrist Jesus came to teach for all unclean things are to be removed from you so you may be clean to the creator whom created u 4 if you think a child of rape is clean ur a fool,"Winchester, KY",0,J&J
1441091929144389636,2021-09-23 17:27:44,@TenaciousLeeTV @Joebattista2 @SSBGoku2621 @Dila1Komala @MWvonWalter @catturd2 @TitskiMcGeeski 100% agree. My son had the “Walmart” J&amp;J. Thewhole thing is a mess and I appreciate your views and your own experience with this. I’m not ever gonna push the vaccine on anyone. One has to do the due diligence and make the choice that’s best for them.,"Ohio, USA",0,J&J
1441021062825844745,2021-09-23 12:46:08,"@makominogue Yep. So, you had to get polio, small pox, measles, typhoid vaccines, and a raft of others… but you’re afraid to get the j&amp;j COVID vaccine? https://t.co/wrQNMkD1Cc","Mount Vernon, VA",0,J&J
1440877612276981763,2021-09-23 03:16:07,@PreetBharara J &amp;J makes eye drops too. That's a great vehicle. Imodium too. So many possibilities. They have hundreds of products to sneak in some vaccine!,"Frisco, CO",0,J&J
1440862977867927559,2021-09-23 02:17:58,"Active US Navy Commander J.H. Furman appears on Tucker Carlson after writing an open letter rejecting vaccine mandate, says he is not worried about being relieved of duty, “That oath is to the Constitution. I do not swear alliance to any leadership. I swore an oath to the US","San Diego, CA",6,J&J
1440823898497421314,2021-09-22 23:42:41,"Just saw that the morally compromised Catholic leaders in St. Louis and New Orleans have proclaimed the J and J vaccine ""morally compromised"". This may be old news. I used to be a member of this cult. How about pedophiles in the priesthood? Not ""morally compromised enough""?","New Hampshire, USA",0,J&J
1440813507398692874,2021-09-22 23:01:23,I wish that high risk J &amp; J Covid vaccine recipients got the 2nd shot option way sooner.,"Manhattan, NY",3,J&J
1440800640989421572,2021-09-22 22:10:16,@VP Why are we always buying the Pfizer vaccine??  How many people from third world countries are going to come back for a second shot.??  Whats wrong w the J and J vaccine??  How much are we paying for each??,"Illinois, USA",0,J&J
1440777791985762304,2021-09-22 20:39:28,"@Patterdude I had the J&amp;J and am soooo confused. If the second shot boosts efficacy, why didn’t they just make it a 2 dose vaccine? #somanyquestions","Rocklin, CA",0,J&J
1440695253556555796,2021-09-22 15:11:29,"Attention Bearcats! This Thursday, September 23, is the last day to get the single dose J&amp;J vaccine! Students taking in-person or hybrid classes need to upload proof of Covid-19 vaccination to CUNYfirst by next Monday, September 27.#BaruchIsCampusReady #CUNY #COVID19vaccine https://t.co/Lc5ZJHgR6Q","Manhattan, NY",0,J&J
1440658016265670678,2021-09-22 12:43:31,@DrLeanaWen Appreciate your thorough update! There’s been such a paucity of information about the J&amp;J vaccine throughout the summer that having your expert insights is very welcome to those of us who got the single dose vaccine! 🙏,"Tiburon, CA",0,J&J
1440656059069132814,2021-09-22 12:35:45,@Kimber4631 @HazelJa89703242 @KP4033 @metalhead_j @dsquare77 @AvengerResister Where did you go to medical school? If you didn’t please stay home and don’t get others sick. We are all pretty done with those who refuse the vaccine and are prolonging the pandemic because they think they know more about the virus than the scientists.,"Florissant, MO",0,J&J
1440536313048952833,2021-09-22 04:39:55,"@paraVestibulum Wore mask. Cautious for months. Now there's a vaccine and treatment. Others, same demographic, said infection was inevitable, weren't cautious. I'm alive. Some of them are dead. So, yeah, fight the ""inevitable"". Science is always moving, often faster than we're aware of. ☮️","Wisconsin, USA",0,J&J
1440475301310447623,2021-09-22 00:37:29,"@versifier146 @UncommonSensePA @GovernorTomWolf @famfirsthealth Actually, J&amp;J *is* claiming 100% protection against against severe/critical COVID-19, which seems remarkable. https://t.co/yvwgEVyumb","Pennsylvania, USA",0,J&J
1440451586409451531,2021-09-21 23:03:15,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @GovAndyBeshear It's the truth as your vaccine makes blood that God gave u life with isn't pure like my blood God gave I life for so your choice was to become unpure of God's life he gave u https://t.co/ERyM8nZrwL,"Winchester, KY",0,J&J
1440411954850369549,2021-09-21 20:25:46,Excellent news for all of us who had the J&amp;J vaccine.. https://t.co/8QmvE4T8Bx,"Portland, OR",0,J&J
1440364447168548865,2021-09-21 17:16:59,"Will N.J. hospitals face a nursing shortage under vaccine mandates? They already are!This is happening in every state, unfortunately.COVID-19 deaths expected skyrocket out of control due to lack of nurses to take care of patients of all illnesses!https://t.co/Svd8811CvL","Arlington, VA",0,J&J
1440342794644574209,2021-09-21 15:50:57,"@desmontilla @NBC12 If you are considering a J&amp;J vaccine, wait. Four days in and I can barely stand with shaking. I smell an exhaust like smell that I know isn't in my home. Every joint hurts, tingling below knees and hands and in face/lips. Touching my shins feels like a baseball bat to them","Georgia, USA",0,J&J
1440341133750530048,2021-09-21 15:44:21,"If you are considering a J&amp;J vaccine, wait. Four days in and I can barely stand with shaking. I smell an exhaust like smell that I know isn't in my home. Every joint hurts, tingling below knees and hands and in face/lips. Touching my shins feels like a baseball bat to them","Georgia, USA",1,J&J
1440338252121063431,2021-09-21 15:32:54,"2nd dose of J&amp;J #COVID19 vaccine after 2 months results in 94% protection, company says https://t.co/HZ3vBDQqNT","San Francisco, CA",2,J&J
1440337680127070213,2021-09-21 15:30:37,J&amp;J booster shot increases vaccine's effectiveness to 94% - https://t.co/DO0Iq6ARTT,"Greenacres, FL",0,J&J
1440316429727764482,2021-09-21 14:06:11,An update from J&amp;J on its COVID vaccine and booster: https://t.co/UDiHWDMFtV,"Indiana, USA",0,J&J
1440315478623195149,2021-09-21 14:02:24,J and J vaccine has no mRNA so I guess it won't be Approved.,"California, USA",0,J&J
1440304374257836035,2021-09-21 13:18:17,"Day 4 after the J&amp;J vaccine. Numbness in face and lips, tingling and numbness in joints, arms, hands and legs. Blurry vision. Feel like I have ran a marathon after not training for 20 years and my muscles said to 'hell with you'.","Georgia, USA",0,J&J
1440300052161830921,2021-09-21 13:01:06,"New studies indicate the J&amp;J vaccine retains its effectiveness over time, staying steady at 81%, and that a booster shot might raise it to 94% or more. Awaiting peer reviews.https://t.co/VigI0AGCt7","Los Angeles, CA",0,J&J
1440299169302777861,2021-09-21 12:57:36,"J&amp;J's vaccine gives 100% protection from severe COVID-19 after a 2nd dose, study says — comparable to the Pfizer or Moderna shots https://t.co/CBfZRwICbd via @businessinsider","Queens, NY",0,J&J
1440287659457323011,2021-09-21 12:11:51,J&amp;J Says Covid-19 Vaccine Booster Two Months After First Shot Increases Protection https://t.co/mVGtJDI5Ml,"Manhattan, NY",0,J&J
1440276766421962757,2021-09-21 11:28:34,J&amp;J Says Covid-19 Vaccine Booster Two Months After First Shot Increases Protection https://t.co/VCZ5hGD72m,"Chicago, IL",0,J&J
1440271917055819785,2021-09-21 11:09:18,Here’s what I said back in January about the J&amp;J vaccine https://t.co/HI5mYXOgXs,"Houston, TX",44,J&J
1440266751329980425,2021-09-21 10:48:47,Some more information for those of us who got the J&amp;J.  https://t.co/X9Edmry3sO,"Manhattan, NY",1,J&J
1440151706147323908,2021-09-21 03:11:38,"N.J. child care workers must get COVID vaccine or face regular tests, Murphy announces https://t.co/4ePccfhEtl","Florham Park, NJ",0,J&J
1440118438488199171,2021-09-21 00:59:26,Widow of N.J. Officer Who Died of COVID Says Son Wants to Mark 12th Birthday by Getting Vaccine https://t.co/GOlK37sHmi via @YahooEnt,"Carmichael, CA",0,J&J
1439986083719262209,2021-09-20 16:13:30,"@RepThomasMassie Why are the unvaccinated AFRAID of a vaccine created UNDER PRESIDENT tRUMP? Far right praised tRump for his push for a vaccine.... tRump gets what he asked for from Pfizer, Moderna, J&amp;J.... pretty much the ONLY thing his term can truly brag about. No vaccine? That’s hypocrisy.","Florida, USA",0,J&J
1439752964747534336,2021-09-20 00:47:10,@chrisrock My husband &amp; I were both vaccinated &amp; yet we both contracted the Delta Variant. I had the J&amp;J &amp; Todd had the Phizer vaccine. We are still dealing with the residuals of it &amp; it was months ago that we had covid. Praying for you @chrisrock It is no joke.,"Eastover, NC",0,J&J
1439733381546262530,2021-09-19 23:29:21,"@dumo the biggest lie is that Biden is effective w Covid 19. He ignored Delta, fanned antivax fears when he took J&amp;J vaccine off market over handful of side EFX AND misadvised nation to stop wearing masks. Directly responsible for 100k deaths.","Austin, TX",0,J&J
1439702280207577089,2021-09-19 21:25:46,@BillMcginness @bennyprescott You know the FDA is the government right?  I studied the vaccine and the technology. Well before it was approved. I am an essential worker that worked thru all of 2020 and this year 40 hours/week event this lockdowns. I talk thru experience. 7 months and I’m fine,"Bayamón, USA",0,J&J
1439641168942354432,2021-09-19 17:22:56,@BillMcginness @bennyprescott More people have died from this virus than all of our wars combined. But we are selfish enough not to get a vaccine because we don’t love our fellow Americans and don’t want the freedoms we use to have. The faster the pandemic is over and we reach immunity as a society the better,"Bayamón, USA",0,J&J
1439640658025795585,2021-09-19 17:20:54,@BillMcginness @bennyprescott We’re not here to debate vaccines or “American” values about “freedom” we are free indeed as part of God’s kingdom. We’re here to share the good news about eternal life. Not to bash on people who choose to get the vaccine,"Bayamón, USA",0,J&J
1439640282165821440,2021-09-19 17:19:25,@BillMcginness @bennyprescott Yeah from other complications not the vaccine itself. In contrast right now all of the people dying are the unvaccinated. 63% of America is vaccinated and they’re fine. The ones dying are the one that believe anything bad about the vaccines. Is a personal choice,"Bayamón, USA",0,J&J
1439594279924641797,2021-09-19 14:16:37,"@j_aldrich @OogieLeo @chrisrock Smfh , u think its about money he would push their vaccine,  NO , It's about not wanting the backlash for speaking ur mind,","Bronx, NY",0,J&J
1439560051149053953,2021-09-19 12:00:36,"@xskinn Not much talk of Sputnik version here. We just have Pfizer, Moderna, and J&amp;J.  Some ppl mix and match on boosters but real problem is getting more than 55% vaccinated.  I grew up in polio era: everybody went and stood in line fir that vaccine.","Santa Fe, NM",1,J&J
1439422084636155910,2021-09-19 02:52:22,@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @Jim_Jordan Even ya Pope as humans think a pope shall keep them safe n is to be close to  iCreator though I said ya highest priest are not of like I am n pope has shown that thy churches are married more to humans vaccine than faith in they creator they God https://t.co/B5waUarQ9w,"Winchester, KY",1,J&J
1439381402693214213,2021-09-19 00:10:43,"Thank you @LBHealthDept for your hard work. Because of your mobile clinics, my dad (long time vaccine resistor) got his J&amp;J while he was at The Pike Outlets. He went for a hat and came back vaccinated!!! 👏🏾","Oceanside, CA",0,J&J
1439254489677115396,2021-09-18 15:46:25,"@glenview34 @IDPH @ReadyIllinois hosting vaccine clinic. J&amp;J, Pfizer and Moderna vaccines today (9/18/21) 💉 10am-2pm (east lot) at Springman Middle School https://t.co/OZuuptNtnR","Glenview, IL",0,J&J
1439197562473525255,2021-09-18 12:00:12,@trishtweety @Saints @AdamSchefter So why can’t they coach? Does the vaccine not work?,"Virginia, USA",0,J&J
1439020618071134208,2021-09-18 00:17:05,"So, if eminent epidemiologist Nicki Minaj is to be believed, the fact that I got the one-shot J&amp;J vaccine means that I haven’t achieved maximum testicle swole-ness?","Cincinnati, OH",0,J&J
1439005079739195394,2021-09-17 23:15:21,@Leerose1985 My brother had the one time J&amp;j an got sick an past away 3 months after recieving it .the J&amp;J  shot is just a 1 time shot an 5 of my friend have died from recieving the Johnson&amp;johnson  COVID -19 SHOT IN PAST 5 MONTHS VACCINE ARE R NOT Safe for adults or OUR CHILDREN!!,"Fall River, MA",0,J&J
1438940353323753476,2021-09-17 18:58:09,The @DuPageHD has returned to Lake Park with the mobile Care Van today (9/17/21) to offer anyone 12+ a vaccine shot (Pfizer or J&amp;J). This free clinic is open to the community; no appt necessary. Stop by East Campus until 3:30pm or West Campus during the football game from 5-8pm. https://t.co/ZJ31x456hm,"Roselle, IL",3,J&J
1438930878449831939,2021-09-17 18:20:30,@LeeGree16102866 @Brightfuture386 @ZachBrining @ChristinaPushaw @LisaMarieBoothe @PressSec @POTUS So covid is as risky for kids as polio now?  Have you ever researched the rollout of the polio vaccine?What do you mean braver than me?  I’ve had the J&amp;J shot.  I’m not anti-vax.  What I don’t understand are people like you are are anti-therapeutic.  Makes zero sense.,"Houston, TX",0,J&J
1438929955287666691,2021-09-17 18:16:50,"@cnnbrk COVID-19 vaccine effectiveness against COVID-19-associated hospitalization among adults without immunocompromising conditions (21 hospitals in 18 states, March-Aug. 2021)&gt;120 days after full vaxModerna: 92% (87-96)Pfizer: 77% (67-84)&gt;28 days after full vaxJ&amp;J: 68% (49-80) https://t.co/kQWlZitYJm","Miami Beach, FL",1,J&J
1438928137702760450,2021-09-17 18:09:36,"Moderna's vaccine is the most effective, but Pfizer and J&amp;J also protect well, CDC-led study sayshttps://t.co/1kZ7u6zqsg","Amityville, NY",0,J&J
1438912583168315397,2021-09-17 17:07:48,"Moderna's vaccine is the most effective, but Pfizer and J&amp;J also protect well, CDC-led study sayshttps://t.co/NjdU4yxAVq","Washington, DC",1,J&J
