tweet_id	tweet_time	tweet_text	location
1441359398480146444	2021-09-24 11:10:34	Some more bs anti vaxx stuff floating about but now about shingles? I got the shingles vaccine for my 50th birthday. Hearing horror stories of how awful shingles is made me set an appointment for the vaccine. Get my booster in October. Got my booster of Pfizer already, too. https://t.co/ZitIvDWTNt	Queens, NY
1441354488061698063	2021-09-24 10:51:03	C.D.C. Chief Overrules Agency Panel and Recommends Pfizer-BioNTech Boosters for Workers at Risk https://t.co/BmzoQJU9vd	Tallahassee, FL
1441344410755633159	2021-09-24 10:11:01	C.D.C. Chief Overrules Agency Panel and Recommends Pfizer-BioNTech Boosters for Workers at Risk https://t.co/XTgXMFE7pm	Los Angeles, CA
1441341517520457733	2021-09-24 09:59:31	Friday morning on @ABC57News from 4:30-7 on ABC57 and 7-9 on @thecw25:🔹BREAKING—OVERRULED: Dr. Rochelle Walensky, Director of the CDC, overruled a CDC panel on who should be getting a @pfizer vaccine booster shot. We break down who Dr. Walensky says can get a 3rd dose &amp; why. https://t.co/9HTozyV7I1	Granger, IN
1441336659316916236	2021-09-24 09:40:12	💉 Talking about who is eligible for Pfizer booster shots and a looming vaccine mandate for NYC school employees on @abc7NY this morning. Everything you need to know. https://t.co/1GPDZVgesN	Manhattan, NY
1441213268379385858	2021-09-24 01:29:54	Why is the fed gov spending $2100 for monoclonal antibody treatments for people who refuse a $210 vaccine? J&amp;J vaccines based on 300 year old techn-Modurna &amp; Pfizer based on 30 year old tech.Monoclonal antibodies are less than a year old and are completely experimental!	Grand Rapids, MI
1441196873755234308	2021-09-24 00:24:45	What does any and everyone know about shedding, specifically the Pfizer Covid Vaccine?	North Carolina, USA
1441509438683328513	2021-09-24 21:06:46	The booster drive through site will be open Monday–Friday from 10 am – 6 pm. Bring proof of vaccination, preferably your vaccine card that lists your previous vaccinations. Only Pfizer boosters will be available. Moderna and J&amp;J boosters are not recommended at this time.	Asheville, NC
1441497016283004935	2021-09-24 20:17:25	@stevecripe57 @FTWTX1 @WHCOVIDResponse @texasdemocrats Doctor on CNN today said that doctors can give Pfizer vaccine (off label) to others, such as those who got Modern or J&amp;J.	Ukiah, CA
1441466720867086338	2021-09-24 18:17:02	@KOLA95624349 @Shaine52441221 @thevirus1986 @J_Mei21 @TomiLahren @Meidas_Kiesha @AOC @YaOnlyLivvOnce @AlexaBliss_WWE @Paula_White @VP @IlhanMN @POTUS @IsraeliPM @jack @JoelOsteen @Pontifex @NorthKoreaDPRK @RealCandaceO @heathergtv @KayaJones @SpeakerPelosi @VinceMcMahon @IvankaTrump @BardiUpdatess @RonDeSantisFL @SenTedCruz @RonJohnsonWI @HARRISFAULKNER @EmilyCompagno @kayleighmcenany @JessicaTarlov @LeaderMcConnell @SashaBanksWWE @FoxNews @CNN @SenSchumer @BMeiselas @GavinNewsom @benshapiro @CarleyShimkus @JudgeJeanine @mtgreenee @ainsleyearhardt @SandraSmithFox @FLOTUS @ScottWalker @tedcruz @GovRonDeSantis @JoyVBehar All whom push the vaccine apon others freedom of religion of science doctors n government are of law suits material it's also invasion of privacy n now discrimination my favorite so fix ya sinful ways yall fastly https://t.co/r1VwrCUmpY	Winchester, KY
1441433911855173632	2021-09-24 16:06:39	@newsmax The VACCINE causes lots of damage! I was healthy before the jab which was mandated by my employer. I took the J&amp;J and have been sick ever since. It’s been 5 weeks!	Colorado, USA
1441390637987753994	2021-09-24 13:14:42	Fascinating example of presidential administration, with a disagreement between the agency head and the agency's advisory committee, scientific opinions, and policy judgments. https://t.co/DNJBWajvAo	Florida, USA
1441259403823312905	2021-09-24 04:33:13	@zeynep @EricTopol I’m disappointed of the lack of information. I regret getting the J&amp;J vaccine now.	Portland, OR
1441213584994865152	2021-09-24 01:31:09	@sarahkhan556 Zero problems with the J &amp; J vaccine for me.	Villa Park, IL
1441213268379385858	2021-09-24 01:29:54	Why is the fed gov spending $2100 for monoclonal antibody treatments for people who refuse a $210 vaccine? J&amp;J vaccines based on 300 year old techn-Modurna &amp; Pfizer based on 30 year old tech.Monoclonal antibodies are less than a year old and are completely experimental!	Grand Rapids, MI
1441212560372498435	2021-09-24 01:27:05	What are the odds that someone who had J&amp;J and then an mRNA booster would get seriously ill from the vaccine, compared to their odds of having nasty outcomes from catching COVID after being refused a booster for their less-effective vaccine?	Boston, MA
1441211855066722312	2021-09-24 01:24:17	The thing that the public health authorities owe us on mixing and matching is a clear explanation of why they don't believe mixing J&amp;J with mRNA vaccines is safe when it's being done in France and studies have been done conclusively with the very similar AZ vaccine. https://t.co/WWy24iomg2	Boston, MA
1441208788183240713	2021-09-24 01:12:06	@j_lafo_ @EugeneDaniels2 Yes, the mu and lambda variants have shown resistance but the fact y’all are alive to tell your story shows the vaccine is still working 🙏🏾	Charlotte, NC
